"アジャイル開発のルールとは？","agile_manifesto_Background0"
"アジャイル開発の原則とは？","agile_manifesto_Background0"
"アジャイル宣言の背後にある原則がa target=_blank href=http://agilemanifesto.org/iso/ja/principles.htmlこちら/a に記載されています。","agile_manifesto_Background0"
"アジャイルで一番大切なことは？","agile_manifesto_Background1"
"アジャイルの基本的な考え方は？","agile_manifesto_Background1"
"『アジャイル宣言の背後にある原則』ではこのように述べられています。「顧客満足を最優先し、価値のあるソフトウェアを早く継続的に提供します。」・・・こちらが核になっています。そのため、この後はこのように述べられています。「要求の変更はたとえ開発の後期であっても歓迎します。変化を味方につけることによって、お客様の競争力を引き上げます。」「動くソフトウェアを、2-3週間から2-3ヶ月というできるだけ短い時間間隔でリリースします。」","agile_manifesto_Background1"
"効果的にシステムを作るにはどうしたらよい？","agile_manifesto_Background10"
"『アジャイル宣言の背後にある原則』ではこのように述べられています。「シンプルさ（ムダなく作れる量を最大限にすること）が本質です。」・・・余計な機能はないほうが、変化に柔軟なシステムになります。必要で価値のあるものを作り、無駄なものをは作らない。そう、アジャイルならね。","agile_manifesto_Background10"
"アジャイル開発で個人が気を付けることは？","agile_manifesto_Background11"
"『アジャイル宣言の背後にある原則』ではこのように述べられています。「最良のアーキテクチャ・要求・設計は、自己組織的なチームから生み出されます。」・・・メンバー個々が責任を持って、自立的、自発的に考えて採用したものが最良なもの、ということでしょうか。","agile_manifesto_Background11"
"アジャイル開発チーム運営で気を付けることは？","agile_manifesto_Background12"
"スプリントが終わったらどうしたらいいの？","agile_manifesto_Background12"
"『アジャイル宣言の背後にある原則』ではこのように述べられています。「チームがもっと効率を高めることができるかを定期的に振り返り、それに基づいて自分たちのやり方を最適に調整します。」・・・スクラムではスプリントの最後にふりかえりをしますね。","agile_manifesto_Background12"
"仕様変更はいつまで受けていいの？","agile_manifesto_Background2"
"仕様変更はどうしたらよい？","agile_manifesto_Background2"
"『アジャイル宣言の背後にある原則』ではこのように述べられています。「要求の変更はたとえ開発の後期であっても歓迎します。変化を味方につけることによって、お客様の競争力を引き上げます。」・・・この場合、アジャイル開発では変更要求を受け入れるために、開発順序、スコープを入れ替えることが必要になりますね。","agile_manifesto_Background2"
"アジャイルの開発期間はどのくらい？","agile_manifesto_Background3"
"開発期間はどう考えるの？","agile_manifesto_Background3"
"『アジャイル宣言の背後にある原則』ではこのように述べられています。「動くソフトウェアを、2-3週間から2-3ヶ月というできるだけ短い時間間隔でリリースします。」・・・価値あるものを、早く、継続的に提供するということですね。　　　　　　　　　　　　　　　　","agile_manifesto_Background3"
"アジャイル開発で顧客に求めることは？","agile_manifesto_Background4"
"開発体制はどうなるの？","agile_manifesto_Background4"
"『アジャイル宣言の背後にある原則』ではこのように述べられています。「ビジネス側の人と開発者は、プロジェクトを通して日々一緒に働かなければなりません。」・・・","agile_manifesto_Background4"
"アジャイル開発時のチーム体制は？","agile_manifesto_Background5"
"どんな人をチームに採用したらいい？","agile_manifesto_Background5"
"『アジャイル宣言の背後にある原則』ではこのように述べられています。「意欲に満ちた人々を集めてプロジェクトを構成します。環境と支援を与え仕事が無事終わるまで彼らを信頼します。」・・・メンバー個々の自主性とやる気が、アジャイル開発には求められます。","agile_manifesto_Background5"
"アジャイル開発でのコミュニケーションはどうするの？","agile_manifesto_Background6"
"『アジャイル宣言の背後にある原則』ではこのように述べられています。「情報を伝えるもっとも効率的で効果的な方法はフェイス・トゥ・フェイスで話をすることです。」・・・アジャイルでなくても、そうですよね。","agile_manifesto_Background6"
"アジャイル開発の進捗はどう管理するの？","agile_manifesto_Background7"
"アジャイル開発の進捗がわからないのですが。","agile_manifesto_Background7"
"『アジャイル宣言の背後にある原則』ではこのように述べられています。「動くソフトウェアこそが進捗の最も重要な尺度です。」・・・資料の作成度合いではなく、動くもの「価値」が提供できているかがポイントですね。","agile_manifesto_Background7"
"アジャイル開発はデスマーチにならないの？","agile_manifesto_Background8"
"スケジュールを守るにはどうしたらいい？","agile_manifesto_Background8"
"『アジャイル宣言の背後にある原則』ではこのように述べられています。「アジャイル･プロセスは持続可能な開発を促進します。一定のペースを継続的に維持できるようにしなければなりません。」・・・たとえばスクラムではスプリントの最初に何をどのくらいやるか決めますね。継続的に維持するためには、決められた期間の作業量も一定でなくてはいけません。","agile_manifesto_Background8"
"アジャイルに向いたシステムって？","agile_manifesto_Background9"
"システム構築で気をつけるべき点は？","agile_manifesto_Background9"
"開発メンバーが気をつけるべきことは？","agile_manifesto_Background9"
"『アジャイル宣言の背後にある原則』ではこのように述べられています。「技術的卓越性と優れた設計に対する不断の注意が機敏さを高めます。」・・・システムにも俊敏さが求められるので、そのような技術の採用や設計を心がけましょう。繰り返し開発することを念頭におきしましょうね。","agile_manifesto_Background9"
"アジャイル開発で重要なことって？","agile_manifesto_value"
"アジャイルソフトウェア開発宣言って何？","agile_manifesto_value"
"『アジャイルソフトウェア開発宣言』では、アジャイル開発時に重視する価値を次のように宣言しています。「プロセスやツールよりも個人と対話を」「包括的なドキュメントよりも動くソフトウェアを」「契約交渉よりも顧客との協調を」「計画に従うことよりも変化への対応を」価値とする。すなわち、左記のことがらに価値があることを認めながらも、私たちは右記のことがらにより価値をおく。・・・左記のものが要らないというわけではありませんので履き違えないようにしてくださいね。","agile_manifesto_value"
"さようなら。","general_bye"
"さよなら。","general_bye"
"またお願いします","general_bye"
"また明日。","general_bye"
"またね。","general_bye"
"特に用はないです。","general_bye"
"バイバイ。","general_bye"
"こんばんは。","general_hello"
"はじめまして。","general_hello"
"はじめまして。こんにちは。 ","general_hello"
"こんにちは。","general_hello"
"よろしくお願いします。","general_hello"
"おはようございます。","general_hello"
"何のために生きてるの?","general_howareyou"
"調子はどう?","general_howareyou"
"お元気ですか?","general_howareyou"
"ご機嫌いかがですか?","general_howareyou"
"なにやっているの?","general_howareyou"
"解決しない","general_sorry"
"答えが違います。","general_sorry"
"間違っています。","general_sorry"
"言っていることが分かりません。","general_sorry"
"会話になっていません。","general_sorry"
"あまり賢くない。","general_sorry"
"つかえないなあ","general_sorry"
"答えになっていません。","general_sorry"
"何言ってるの?","general_sorry"
"ありがとうございました。頑張ります。","general_thanks"
"ありがとう。","general_thanks"
"どうも、ありがとう。","general_thanks"
"教えてくれてありがとう。","general_thanks"
"がんばります。","general_thanks"
"感謝します","general_thanks"
"ありがとうございます。","general_thanks"
"あなたは誰ですか?","general_whoareyou"
"名前を教えてください。","general_whoareyou"
"名前は?","general_whoareyou"
"だれですか？","general_whoareyou"
"自己紹介して。","general_whoareyou"
"誰?","general_whoareyou"
"Bluemixの状況を教えて","general-bluemix-info"
"Bluemix Publicの状況を教えて","general-bluemix-info"
"ブルーミックスの状況を教えて","general-bluemix-info"
"もうかりまっか","general-bochibochi"
"スクラムの研修を受講したい","scrum_training"
"スクラムの研修コースを推薦してください","scrum_training"
"プロダクトオーナー","アジャイルサムライ_1"
"アジャイルな顧客はプロジェクトを流れていくあらゆる要求の「真実の源」だ。ソフトウェアは顧客のために作られる。顧客は問題領域の専門家であることが望ましい。業務に深く通じていて、ソフトウェアが何をするのか、どんな見た目になるのか、どんな具合に動くのかを心から気にかける人物。開発チームに確固たる指針を与え、質問に答え、フィードバックしてくれる存在。それがアジャイルな顧客だ。アジャイルな顧客は要求の優先順位づけも行う。何をいつ作るのかを決めるのは顧客だ。とはいえ、仮先順位は顧符の独断で決めるわけじゃない。開発チームとの共同作業だ。たとえば、技術的な理由から、ある機能を他の機能よりも先に実装したほうがうまくいく場合なんかは開発チームから提案すべきだ(潰さなきゃならないい技術リスクがあるってことだからね)。まあ、そうはいっても大抵はビジネスの視点から優先順位は決まっていく。そして決めた優先順位に従って、計画を現実のものにすべく、顧客は開発チームと一丸になって仕事をこなしていくんだ。それから顧客には、やらなきゃいけない楽しくない仕事がひとつある。期日が迫ってきたり、手持ちの資金が心細くなってきたときには、何を作らないかを決めるのは顧客の仕事だ。改めて言うまでもないかもしれないが、これらすべてを円滑に進めたいと思うなら、なるべく顧客は開発チームの近くにいたほうがいい。さらに君のプロジェクト専任であれば理想的だ。当初、エクストリーム・プログラミングではこのプラクティスをオンサイト顧客と呼んでいた。スクラムではプロダクトオーナーという専任の役割を用意している。顧客が専任であるかどうかよりも重要なのは、エクストリーム・プログラミングやスクラムといったアジャイル手法でそうしたプラクティスが生まれるにいたった「思い」を理解することだ。すなわち「顧客をじかに開発へ巻き込めば巻き込むほど、プロダクトはよくなっていく」。ここからアジャイル手法は生まれたんだ。だから、お客さんにはできるだけプロジェクトに積極的にかかわってもらおう。顧客という役割がどれだけ重要なのかをきちんと納得してもらって、プロジェクトの成功のために必要な決断を下せるだけの権限を委譲しておいてもらおう。お客さんに自ら進んで決断してもらうようにするんだ。","アジャイルサムライ_1"
"開発チーム","アジャイルサムライ_2"
"アジャイルな開発チームは職能横断的なメンバーで構成されており、顧客の望むフィーチャーをリリース可能なソフトウェアにするために集められる。アナリスト。プログラマ。テスター。データベース管理者。他にもユーザーストーリーをちゃんと動くソフトウェアとして実現するために必要なメンバーを全てそろえる。他にもデータベース管理者、システム管理者、テクニカルライター、トレーナー、業務改善担当、インフラ管理者、ネットワーク管理者、などなど。こうした役割もすべて開発チームに含まれるし、他のチームメンバーと同じように扱われる。","アジャイルサムライ_2"
"スクラムマスター","アジャイルサムライ_3"
"スクラムマスターは言ってみればアジャイルコーチとかっこいいプロジェクトマネージャを合わせたような感じだ。新しいチームを軌道に乗せるときには、アジャイルコーチがいると非常に助かる。アジャイルコーチは、アジャイル開発の原則や考え方をチームに説明し、受け入れていくことを後押しする。最後までやり遂げられるチームにするのがアジャイルコーチの仕事だ。そのために、チームが惑い習慣へ逆戻りしないよう注意を払う。コーチングについてはAgile Coachingという良書があるので参考にしてほしい。","アジャイルサムライ_3"
"プロダクトバックログ","アジャイルサムライ_4"
"マスターストーリーリスト","アジャイルサムライ_4"
"アジャイル開発では、プロジェク卜でこなすべきToDoリストを「マスターストーリーリスト(プロダクトバックログ)」と呼ぶ。リストの項目には、顧客がソフトウェアで実別したいと思っているありとあらゆるフィーチャーを載せておく。マスターストーリーリストは、フィーチャー(ユーザーストーリーとして表現する）の一覧だ。リストには顧客がソフトウェアで実現したいものを載せていく。載せた項目は、顧客が優先順位をつけて、開発チームが見積もる。その結果が計画の土台となる。良いマスターストーリーリストの長さは、１か月から６か月程度の期間でこなせる仕事の範囲に収まっている。あまりたくさんのストーリーをリストに載せても仕方がない。なぜなら、6ヶ月後に状況がどうなっているかなんでわからないからだ。状況が変わっていたら、半年も前に追加したストリーなんて、もうたぶん要らなくなってるんじゃないだろうか。だったら、今から半年先のことに気を揉んだって仕方ないと思わないかい？そうはいっても、マスターストーリーリストに載っているストーリーをすべて実装し尽くしてしまったらどうするんだと思うかもしれない。確かにそういうケースもなくはないが、滅多やたらとお目にかかれるものじゃない。いつだって与えられた期間や資金よりもやるべきことは多いものだ。","アジャイルサムライ_4"
"スプリント計画","アジャイルサムライ_5"
"ストーリ一計画ミーティング","アジャイルサムライ_5"
"ストーリ一計画ミーティングは、ジャストインタイム分析の結果を確認するミーティングだ。ストーリー計画ミーティングでは、これから始まるイテレーションで取り組むストーリーの準備が整っていることを全員で確かめる。顧客と一緒に受入テスト条件をレビューしたり、開発チームが見積りの数値を確認したりする。ストーリーの実装を始めるにあたって、必要な調査に漏れがないことを確認するのもこのタイミングだ。場合によっては、想定していたよりもストーリーが大きいことに気づくこともあるだろうが、それはそれで構わない。1回のイテレーションに収まるようにストーリーを分割して計画を更新し、前へ進んでいけばいい。逆の場合も作戦は同じだ(思っていたよりも小さいスーリーがあったら、イテレーションに収まるだけ他の小さなストーリーを「おかわり」して計画を更新し、前に進んでいけばいい）。","アジャイルサムライ_5"
"デイリースクラム","アジャイルサムライ_6"
"デイリースタンドアップ","アジャイルサムライ_6"
"デイリースタンドアップは、重要な情報をチーム内ですばやく共有することを目的にした集まりだ。あらゆるミーティングを無くすための究極のミーティングがデイリースタンドアップだ。デイリースタンドアップはここまでに本章で紹介してきたミーテイングと違い、会議体として正式に「開催」しない。チームメンバーが毎日、自主的に集まって話し合う。１回のミーティングにかける時間は5分から長くても10分程度にして、立ったままでやる(簡潔に伝えることを常に意識するためだ)。この場で報告する内容は、基本的には自分の作業の最新状況だ。チームメンバーに知っておいてもらいたいことがあれば、それもこの場で共有する。さて、大抵のアジャイル手法の解説書に載っているデイリースタンドアップのやり方はこうだ。全員で輸になって立ち、チームメンバーひとりひとりが、他のチームメンバー全員に対して次の3つを伝える。・昨日やったこと・今日やること・チームの開発速度を下げてしまうことがあれば何でもなかなかいいんじゃないか。でもこれだと、新たなひらめきとかチームの振る舞いを変えるにはちょっと物足りない。たとえば、デイリースタンドアップでの報告の仕方をこんな感じにしてみたらどうだろう？・昨日、世界をどう変えたのか・今日は何をぶちかますつもりか・不運にも自分の行く手を限んでしまったばかりに、あえなく吹き飛ばされるさだめとなった難問がどんな末路をたどるのかデイリースタンドアップでの報告の仕方をこんな風にしてみたら、場の雰囲気も一変するんじゃないだろうか。せっかくみんなの前に立って話すんだから、淡々と最新状況を報告するだけじゃもったいない。自分がこれからやろうと思っていることを天地神明に誓って宣言してみたらどうだろう？森羅万象を前に宣言したとなれば、取れる行動は２つに１つだ。自ら「やるぞ」と宣言したことをやり遂げるか、そうじゃないか。どっちに転ぶかはまったくもって君次第だ。つまり私からのアドバイスはこうだ。毎日、チームのみんなに「今日、私はこれをやります」とコミットメントを表明するんだ。これを続けていけば、自分でもびっくりするぐらい実際に仕事をやり遂げられるようになっていくはずだ。","アジャイルサムライ_6"
"スプリントレビュー","アジャイルサムライ_7"
"ショーケース","アジャイルサムライ_7"
"ショーケース（スプリントレビュー）はチームが成し遂げた成果をお披露目して、お客さんから本物のフィードパックを得る絶好の機会だ。ショーケースでは今回のイテレーションで実装したストーリーをデモする。そのときに見せるのは、テストサーパにデプロイした本物のコードだ。上手に描けた図を見せるのでもなければ、うまくいくであろう目論見を伝えるのでもない。ここで見せるのは、ちゃんと動くように開発チームが奮闘した結果であり、必要とあらば今ここで本番環境にリリースできるコードだ。なぜなら作業は「完了」しているからだ。","アジャイルサムライ_7"
"プロジェクトふりかえり","アジャイルサムライ_8"
"ミニふりかえり","アジャイルサムライ_8"
"ミニふりかえりは、10分とか15分ぐらいの時間で開催する、短くて集中したミーティングだ。チーム全員が定期的に集まって、すごくうまくいったことやもっとうまくやるためにどうすればいいかを話し合うんだ。有意義なふりかえりをするために一番大切なルールは、みんなが安心できる雰囲気を作ることだ。もしそこに問題があるようなら「ふりかえり最重要条項」の出番だ。これができなきゃ始まらないってことを肝に銘じておこう。どんな問題が出てきたとしても、私たちは次のことを納得し、それを心から信じます。チームメンバーそれぞれは、その当時わかっていたこと、備えていた自分自身のスキルと能力、手に入れることのできたリソース、そして現場の状況に応じて、自分の力が及ぶ限りの全力を尽くしたのです。つまり、ふりかえりは魔女狩りじゃない。","アジャイルサムライ_8"
"イテレーション計画","アジャイルサムライ_9"
"プロダクトバックログリファインメント","アジャイルサムライ_9"
"イテレーション計画ミーティングでは、開発チームと顧客とが一緒になって、次回のイテレーションの作業を計画する。チームのベロシティを確認し、次にとりかかるストーリーを整理する。そして、次回のイテレーションでチーム全体としてコミットメントする作業量を見極める。イテレーション計画ミーティングは、プロジェクトの健康状態を確認するのにふさわしいタイミングでもある。プロジェクトの現状を気性速報みたいに表現するのも悪くないだろう。何か必要なものがあるとか、特に話し合っておきたい厄介な問題があるんだったら、それも併せて伝えよう。プロジェクトがいつ頃おわりそうなのかを把握したいなら、バーンダウンチャートを使うのがいい。バーンダウンチャートは残酷なまでに正直な、冷酷非情のツールだ。プロジェクト完了への現実的な見通しをありのままに淡々と開発チームと顧客に報告してくれる。","アジャイルサムライ_9"
"アジャイルであることとは？","アジャイルプラクティス_1"
"状況の変化にすばやく適応できる能力のことだ。サーファーは、予想よりも早く波が砕けても適応できなければならない。開発者なら、想定外の早さで設計が破綻しでも適応できなければならない。","アジャイルプラクティス_1"
"批判したい","アジャイルプラクティス_10"
"嫌いな人がいる","アジャイルプラクティス_10"
"納得できない","アジャイルプラクティス_10"
"批判するならアイデアになさい、人ではなく誰のアイデアが優れているかを競うのではなく、解決策を導き出せたことに誇りを持ちなさい。","アジャイルプラクティス_10"
"言いたいことが言えない","アジャイルプラクティス_11"
"ポイズン","アジャイルプラクティス_11"
"勇気が出ない","アジャイルプラクティス_11"
"正しいことをしましょう。誠実に、勇気を出して真実を伝えなさい。時にはそれが難しいこともあるでしょう。だからこそ勇気が必要なのです。","アジャイルプラクティス_11"
"レガシー","アジャイルプラクティス_12"
"変化したくない","アジャイルプラクティス_12"
"へラクレイトス日く、「変化せぬものは変化のみ」。これは有史以来の真実だが、とりわけ現代にはこの言葉が似つかわしい。この業界は絶え間なく変化し、活気に溢れている。「自分はコンピュータサイエンスや関連する専門分野の専攻だったから、もう学ぶべきことなどない」などと思っているようなら、それは勘違いにもほどがあるというものだ。","アジャイルプラクティス_12"
"キャリアパス","アジャイルプラクティス_13"
"今後","アジャイルプラクティス_13"
"技術の変化に付いていきましょうあらゆる分野のエキスパートになる必要はありませんが、業界がどこへ向かっているのかは把握しておきなさい。それを踏まえて自分のキャリアとプロジェクトの計画を立てるのです。","アジャイルプラクティス_13"
"独り占めしたい","アジャイルプラクティス_14"
"教えたくない","アジャイルプラクティス_14"
"属人的が良い","アジャイルプラクティス_14"
"あなた自身とチームのレベルを引き上げましょうブラウンバッグミーティングを活用してメンバーの知識とスキルを高め、チームの結束を固めるのです。プロジェクトにプラスとなる技術や手法にチームの関心を向けさせるのです。","アジャイルプラクティス_14"
"習慣","アジャイルプラクティス_15"
"慣習","アジャイルプラクティス_15"
"踏襲","アジャイルプラクティス_15"
"新しきを学び、古きを捨てましょう。新しい技術を学ぶときには、足を引っ張りかねない古い習慣を捨てなさい。自動車は馬車とは別次元のものであって、単に馬のついていない馬車というわけではないのです。","アジャイルプラクティス_15"
