"アジャイル開発のルールとは？","agile_manifesto_Background0"
"アジャイル開発の原則とは？","agile_manifesto_Background0"
"アジャイルで一番大切なことは？","agile_manifesto_Background1"
"アジャイルの基本的な考え方は？","agile_manifesto_Background1"
"効果的にシステムを作るにはどうしたらよい？","agile_manifesto_Background10"
"アジャイル開発で個人が気を付けることは？","agile_manifesto_Background11"
"アジャイル開発チーム運営で気を付けることは？","agile_manifesto_Background12"
"スプリントが終わったらどうしたらいいの？","agile_manifesto_Background12"
"仕様変更はいつまで受けていいの？","agile_manifesto_Background2"
"仕様変更はどうしたらよい？","agile_manifesto_Background2"
"アジャイルの開発期間はどのくらい？","agile_manifesto_Background3"
"開発期間はどう考えるの？","agile_manifesto_Background3"
"アジャイル開発で顧客に求めることは？","agile_manifesto_Background4"
"開発体制はどうなるの？","agile_manifesto_Background4"
"アジャイル開発時のチーム体制は？","agile_manifesto_Background5"
"どんな人をチームに採用したらいい？","agile_manifesto_Background5"
"アジャイル開発でのコミュニケーションはどうするの？","agile_manifesto_Background6"
"アジャイル開発の進捗はどう管理するの？","agile_manifesto_Background7"
"アジャイル開発の進捗がわからないのですが。","agile_manifesto_Background7"
"アジャイル開発はデスマーチにならないの？","agile_manifesto_Background8"
"スケジュールを守るにはどうしたらいい？","agile_manifesto_Background8"
"アジャイルに向いたシステムって？","agile_manifesto_Background9"
"システム構築で気をつけるべき点は？","agile_manifesto_Background9"
"開発メンバーが気をつけるべきことは？","agile_manifesto_Background9"
"アジャイル開発で重要なことって？","agile_manifesto_value"
"アジャイルソフトウェア開発宣言って何？","agile_manifesto_value"
"さようなら。","general_bye"
"さよなら。","general_bye"
"またお願いします","general_bye"
"また明日。","general_bye"
"またね。","general_bye"
"特に用はないです。","general_bye"
"バイバイ。","general_bye"
"こんばんは。","general_hello"
"はじめまして。","general_hello"
"はじめまして。こんにちは。 ","general_hello"
"こんにちは。","general_hello"
"よろしくお願いします。","general_hello"
"おはようございます。","general_hello"
"何のために生きてるの?","general_howareyou"
"調子はどう?","general_howareyou"
"お元気ですか?","general_howareyou"
"ご機嫌いかがですか?","general_howareyou"
"なにやっているの?","general_howareyou"
"解決しない","general_sorry"
"答えが違います。","general_sorry"
"間違っています。","general_sorry"
"言っていることが分かりません。","general_sorry"
"会話になっていません。","general_sorry"
"あまり賢くない。","general_sorry"
"つかえないなあ","general_sorry"
"答えになっていません。","general_sorry"
"何言ってるの?","general_sorry"
"ありがとうございました。頑張ります。","general_thanks"
"ありがとう。","general_thanks"
"どうも、ありがとう。","general_thanks"
"教えてくれてありがとう。","general_thanks"
"がんばります。","general_thanks"
"感謝します","general_thanks"
"ありがとうございます。","general_thanks"
"あなたは誰ですか?","general_whoareyou"
"名前を教えてください。","general_whoareyou"
"名前は?","general_whoareyou"
"だれですか？","general_whoareyou"
"自己紹介して。","general_whoareyou"
"誰?","general_whoareyou"
"Bluemixの状況を教えて","general-bluemix-info"
"Bluemix Publicの状況を教えて","general-bluemix-info"
"ブルーミックスの状況を教えて","general-bluemix-info"
"もうかりまっか","general-bochibochi"
"カオスな領域とは？","scrum_chaos"
"カオスな領域とは何ですか。","scrum_chaos"
"カオスな領域について教えて。","scrum_chaos"
"複雑な領域とは何ですか。","scrum_complex"
"複雑な領域について教えて。","scrum_complex"
"込み入った領域とは？","scrum_complicated"
"込み入った領域って何ですか。","scrum_complicated"
"どの領域か分かりません。","scrum_disorder"
"無秩序な領域とは何ですか。","scrum_disorder"
"スクラムの本質って何ですか。","scrum_essence"
"スクラムの本質とは？","scrum_essence"
"スクラムマスターについて教えて。","scrum_master"
"スクラムマスターの役割って何ですか。","scrum_master"
"プロダクトオーナーについて教えて。","scrum_product_owner"
"プロダクトオーナーの役割って何ですか。","scrum_product_owner"
"なぜスクラムなのか？","scrum_reason"
"ゲノミカ社がスクラムを採用した理由は？","scrum_reason"
"シンプルな領域とは？","scrum_simple"
"単純な領域とは何ですか。","scrum_simple"
"単純な領域について教えて。","scrum_simple"
"スクラムの研修を受講したい","scrum_training"
"スクラムの研修コースを推薦してください","scrum_training"
"ユーザーストーリーとは何ですか。","scrum_user_story"
"ユーザーストーリーとは？","scrum_user_story"
"ユーザーストーリーについて教えて。","scrum_user_story"
"アジャイルであることとは？","アジャイルプラクティス_1"
"批判したい","アジャイルプラクティス_10"
"嫌いな人がいる","アジャイルプラクティス_10"
"納得できない","アジャイルプラクティス_10"
"言いたいことが言えない","アジャイルプラクティス_11"
"ポイズン","アジャイルプラクティス_11"
"勇気が出ない","アジャイルプラクティス_11"
"レガシー","アジャイルプラクティス_12"
"変化したくない","アジャイルプラクティス_12"
"キャリアパス","アジャイルプラクティス_13"
"今後","アジャイルプラクティス_13"
"独り占めしたい","アジャイルプラクティス_14"
"教えたくない","アジャイルプラクティス_14"
"属人的が良い","アジャイルプラクティス_14"
"習慣","アジャイルプラクティス_15"
"慣習","アジャイルプラクティス_15"
"踏襲","アジャイルプラクティス_15"
"質問","アジャイルプラクティス_16"
"疑問","アジャイルプラクティス_16"
"なぜ？","アジャイルプラクティス_16"
"タイムボックス","アジャイルプラクティス_17"
"リズム","アジャイルプラクティス_17"
"決断","アジャイルプラクティス_18"
"設計書","アジャイルプラクティス_19"
"ドキュメント","アジャイルプラクティス_19"
"厳密","アジャイルプラクティス_19"
"アジャイルの本質とは？","アジャイルプラクティス_2"
"どこで生まれた","アジャイルプラクティス_2"
"アジャイルマニフェスト","アジャイルプラクティス_2"
"リリース可能","アジャイルプラクティス_20"
"コードの統合","アジャイルプラクティス_21"
"デモ","アジャイルプラクティス_22"
"フィードバック","アジャイルプラクティス_22"
"開発の単位","アジャイルプラクティス_23"
"インクリメンタル","アジャイルプラクティス_23"
"ユニットテスト","アジャイルプラクティス_24"
"顧客の声","アジャイルプラクティス_25"
"ユーザーの声","アジャイルプラクティス_25"
"ユーザの声","アジャイルプラクティス_25"
"ブタ","アジャイルプラクティス_26"
"ニワトリ","アジャイルプラクティス_26"
"まともな設計","アジャイルプラクティス_27"
"アーキテクト","アジャイルプラクティス_27"
"教えたくない","アジャイルプラクティス_28"
"分かち合いたくない","アジャイルプラクティス_28"
"教え方","アジャイルプラクティス_29"
"答えを教える","アジャイルプラクティス_29"
"学び","アジャイルプラクティス_29"
"アジャイルなアプローチとは？","アジャイルプラクティス_3"
"透明性","アジャイルプラクティス_30"
"情報の共有","アジャイルプラクティス_30"
"アジャイルは全員がプロフェッショナルである必要があるのか？","アジャイルプラクティス_4"
"アジャイルに向いてないチーム","アジャイルプラクティス_5"
"アジャイルなプロジェクト","アジャイルプラクティス_6"
"アジャイルな開発スタイル","アジャイルプラクティス_6"
"継続的な開発","アジャイルプラクティス_6"
"どこから始めるか","アジャイルプラクティス_7"
"非難したい人がいる","アジャイルプラクティス_8"
"非難したいバグがある","アジャイルプラクティス_8"
"俺のせいじゃない","アジャイルプラクティス_8"
"時間がない","アジャイルプラクティス_9"
"コードが汚い","アジャイルプラクティス_9"
"スクラムとは何か？","コアスクラム_1"
"スクラムの由来は？","コアスクラム_2"
"アジャイルマニュフェストとは何ですか？","コアスクラム_3"
"コアスクラムとアジャイルソフトウェア開発宣言からの共通の価値は何ですか？","コアスクラム_4"
"「プロセスやツールよりも個人との対話を」とは具体的にどのような意味ですか？","コアスクラム_5"
"「包括的なドキュメントよりも動くソフトウェアを」とは具体的にどのような意味ですか？","コアスクラム_6"
"「契約交渉よりも顧客との協調（協業）を」とは具体的にどのような意味ですか？","コアスクラム_7"
"「計画に従うことよりも変化への対応を」とは具体的にどのような意味ですか？","コアスクラム_8"
"スクラムチーム","スクラムガイド_1"
"スプリントレトロスペクティブ","スクラムガイド_10"
"スクラムの成果物","スクラムガイド_11"
"プロダクトバックログ","スクラムガイド_12"
"ゴールへの進捗管理","スクラムガイド_13"
"プロジェクトの進捗管理","スクラムガイド_13"
"スプリントの進捗管理","スクラムガイド_14"
"インクリメント","スクラムガイド_15"
"成果物の透明性","スクラムガイド_16"
"プロダクトオーナーの役割","スクラムガイド_2"
"スクラムマスターの役割","スクラムガイド_3"
"スプリントの目的","スクラムガイド_4"
"スプリントプランニング","スクラムガイド_5"
"スプリントバックログ","スクラムガイド_6"
"スプリントゴール","スクラムガイド_7"
"デイリースクラム","スクラムガイド_8"
"スプリントレビュー","スクラムガイド_9"
"アジャイル","スクラム入門_1"
"入門","スクラム入門_1"
"概要","スクラム入門_1"
"原則","スクラム入門_1"
"利用","スクラム入門_２"
"企業","スクラム入門_２"
"スクラム","スクラム入門_２"
"概要","スクラム入門_3"
"スクラム","スクラム入門_3"
"やり方","スクラム入門_3"
"手法","スクラム入門_3"
"役割","スクラム入門_4"
"チーム","スクラム入門_4"
"スクラムチーム","スクラム入門_4"
"プロダクトオーナー","スクラム入門_５"
"オーナー","スクラム入門_５"
"責任","スクラム入門_５"
"優先順位付け","スクラム入門_５"
"チーム","スクラム入門_６"
"フィーチャーチーム","スクラム入門_６"
"ハムエッグ","スクラム入門_６"
"製造","スクラム入門_６"
"スクラムマスター","スクラム入門_７"
"マスター","スクラム入門_７"
"支援","スクラム入門_７"
"プロダクトバックログ","スクラム入門_8"
"優先順位リスト","スクラム入門_8"
"最終系","スクラム入門_8"
"ろーふぉマップ","スクラム入門_8"
"アジャイルってどうなのかね？","よくある日常_1"
"アジャイルはうちの会社には向いてないよ","よくある日常_10"
"スキルが低くてもアジャイルってできますか？","よくある日常_11"
"アジャイル界隈の人って攻撃的ですよね","よくある日常_12"
"マネージャーってなにするの？","よくある日常_13"
"アジャイルってっ儲かるの？","よくある日常_2"
"アジャイルやりたくないんだけど","よくある日常_3"
"アジャイルやると仕様変更対応がつらいんだよね","よくある日常_4"
"俺にもわかるようにアジャイルを説明しろ","よくある日常_5"
"詳細な管理がしたい","よくある日常_6"
"詳細な指示をしたい","よくある日常_7"
"入念な調査のもと計画化したい","よくある日常_8"
"なんか宗教っぽくないですか？","よくある日常_9"
